[CONFIG] distributed init (local rank 2)
[CONFIG] Let's use 4 GPUs!
106447 queries in the dataset
5345 queries in the dataset
load initial weights!
None
epoch: 1
train_file: trainstreetlearnU_cmu5kU
val_file: hudsonriver5kU
distributed: True
val_distributed: False
syncBN: False
use_amp: False
share: True
seed: 1
port: 12364
feat_dim: 4096
margin: 0.07
optimizer: SAM
wd: 0.03
epochs: 60
lr: 0.0001
scheduler: CosineAnnealingLR
pre_model_name: resnetsafa_dgcnn_asam_2to3_up
num_layers: 1
num_heads: 8
seq_len: 5
model_type: transmixer
rank: 0
world_size: 4
gpu: 0
device: cuda:0
dist_backend: nccl
dist_url: env://
log: True

106447 queries in the dataset
5345 queries in the dataset
Using 8 dataloader workers every process
Model device: cuda:0
Model name: model_20231012_1709
Number of model parameters: 5251072
load initial weights!
Epoch[1-1]	loss: 3.1899	total loss: 3.1899
Epoch[1-117]	loss: 0.4408	total loss: 0.4408
Epoch[1-118]	loss: 0.4329	total loss: 0.4329
Epoch[1-119]	loss: 0.5295	total loss: 0.5295
Epoch[1-120]	loss: 0.5132	total loss: 0.5132
Epoch[1-121]	loss: 0.3658	total loss: 0.3658
Epoch[1-122]	loss: 0.7002	total loss: 0.7002
Epoch[1-123]	loss: 0.4710	total loss: 0.4710
Epoch[1-124]	loss: 0.4818	total loss: 0.4818
Epoch[1-125]	loss: 0.5218	total loss: 0.5218
Epoch[1-126]	loss: 0.4310	total loss: 0.4310
Epoch[1-127]	loss: 0.4133	total loss: 0.4133
Epoch[1-128]	loss: 0.3528	total loss: 0.3528
Epoch[1-129]	loss: 0.4833	total loss: 0.4833
Epoch[1-130]	loss: 0.4260	total loss: 0.4260
Epoch[1-131]	loss: 0.4234	total loss: 0.4234
Epoch[1-132]	loss: 0.3637	total loss: 0.3637
Epoch[1-133]	loss: 0.4158	total loss: 0.4158
Epoch[1-134]	loss: 0.3660	total loss: 0.3660
Epoch[1-135]	loss: 0.3544	total loss: 0.3544
Epoch[1-136]	loss: 0.3043	total loss: 0.3043
Epoch[1-137]	loss: 0.3918	total loss: 0.3918
Epoch[1-138]	loss: 0.3674	total loss: 0.3674
Epoch[1-139]	loss: 0.3008	total loss: 0.3008
Epoch[1-140]	loss: 0.4176	total loss: 0.4176
Epoch[1-141]	loss: 0.2590	total loss: 0.2590
Epoch[1-142]	loss: 0.3435	total loss: 0.3435
Epoch[1-143]	loss: 0.3208	total loss: 0.3208
Epoch[1-144]	loss: 0.4193	total loss: 0.4193
Epoch[1-145]	loss: 0.3104	total loss: 0.3104
Epoch[1-146]	loss: 0.3869	total loss: 0.3869
Epoch[1-147]	loss: 0.2955	total loss: 0.2955
Epoch[1-148]	loss: 0.3214	total loss: 0.3214
Epoch[1-149]	loss: 0.2713	total loss: 0.2713
Epoch[1-150]	loss: 0.2688	total loss: 0.2688
Epoch[1-151]	loss: 0.2641	total loss: 0.2641
Epoch[1-152]	loss: 0.2802	total loss: 0.2802
Epoch[1-153]	loss: 0.3273	total loss: 0.3273
Epoch[1-154]	loss: 0.3252	total loss: 0.3252
Epoch[1-155]	loss: 0.2360	total loss: 0.2360
Epoch[1-156]	loss: 0.3434	total loss: 0.3434
Epoch[1-157]	loss: 0.2386	total loss: 0.2386
Epoch[1-158]	loss: 0.2773	total loss: 0.2773
Epoch[1-159]	loss: 0.2290	total loss: 0.2290
Epoch[1-160]	loss: 0.2500	total loss: 0.2500
Epoch[1-161]	loss: 0.3084	total loss: 0.3084
Epoch[1-162]	loss: 0.2783	total loss: 0.2783
Epoch[1-163]	loss: 0.1702	total loss: 0.1702
Epoch[1-164]	loss: 0.2752	total loss: 0.2752
Epoch[1-165]	loss: 0.2133	total loss: 0.2133
Epoch[1-166]	loss: 0.2159	total loss: 0.2159
Epoch[1-167]	loss: 0.2008	total loss: 0.2008
Epoch[1-168]	loss: 0.2010	total loss: 0.2010
Epoch[1-169]	loss: 0.1978	total loss: 0.1978
Epoch[1-170]	loss: 0.2516	total loss: 0.2516
Epoch[1-171]	loss: 0.2096	total loss: 0.2096
Epoch[1-172]	loss: 0.2098	total loss: 0.2098
Epoch[1-173]	loss: 0.1900	total loss: 0.1900
Epoch[1-174]	loss: 0.1995	total loss: 0.1995
Epoch[1-175]	loss: 0.2613	total loss: 0.2613
Epoch[1-176]	loss: 0.2770	total loss: 0.2770
Epoch[1-177]	loss: 0.2551	total loss: 0.2551
Epoch[1-178]	loss: 0.2216	total loss: 0.2216
Epoch[1-179]	loss: 0.2344	total loss: 0.2344
Epoch[1-180]	loss: 0.2261	total loss: 0.2261
Epoch[1-181]	loss: 0.1607	total loss: 0.1607
Epoch[1-182]	loss: 0.1668	total loss: 0.1668
Epoch[1-183]	loss: 0.1949	total loss: 0.1949
Epoch[1-184]	loss: 0.2373	total loss: 0.2373
Epoch[1-185]	loss: 0.2241	total loss: 0.2241
Epoch[1-186]	loss: 0.2114	total loss: 0.2114
Epoch[1-187]	loss: 0.1811	total loss: 0.1811
Epoch[1-188]	loss: 0.1880	total loss: 0.1880
Epoch[1-189]	loss: 0.2422	total loss: 0.2422
Epoch[1-190]	loss: 0.2255	total loss: 0.2255
Epoch[1-191]	loss: 0.1968	total loss: 0.1968
Epoch[1-192]	loss: 0.1676	total loss: 0.1676
Epoch[1-193]	loss: 0.1944	total loss: 0.1944
Epoch[1-194]	loss: 0.1877	total loss: 0.1877
Epoch[1-195]	loss: 0.1781	total loss: 0.1781
Epoch[1-196]	loss: 0.1922	total loss: 0.1922
Epoch[1-197]	loss: 0.2036	total loss: 0.2036
Epoch[1-198]	loss: 0.1601	total loss: 0.1601
Epoch[1-199]	loss: 0.1550	total loss: 0.1550
Epoch[1-200]	loss: 0.2169	total loss: 0.2169
Epoch[1-201]	loss: 0.2116	total loss: 0.2116
Epoch[1-202]	loss: 0.1976	total loss: 0.1976
Epoch[1-203]	loss: 0.1524	total loss: 0.1524
Epoch[1-204]	loss: 0.2271	total loss: 0.2271
Epoch[1-205]	loss: 0.1633	total loss: 0.1633
Epoch[1-206]	loss: 0.1764	total loss: 0.1764
Epoch[1-207]	loss: 0.1980	total loss: 0.1980
Epoch[1-208]	loss: 0.1768	total loss: 0.1768
Epoch[1-209]	loss: 0.1474	total loss: 0.1474
Epoch[1-210]	loss: 0.1173	total loss: 0.1173
Epoch[1-211]	loss: 0.1766	total loss: 0.1766
Epoch[1-212]	loss: 0.1639	total loss: 0.1639
Epoch[1-213]	loss: 0.1770	total loss: 0.1770
Epoch[1-214]	loss: 0.1999	total loss: 0.1999
Epoch[1-215]	loss: 0.1896	total loss: 0.1896
Epoch[1-216]	loss: 0.2066	total loss: 0.2066
Epoch[1-217]	loss: 0.1903	total loss: 0.1903
Epoch[1-218]	loss: 0.1901	total loss: 0.1901
Epoch[1-219]	loss: 0.1855	total loss: 0.1855
Epoch[1-220]	loss: 0.1946	total loss: 0.1946
Epoch[1-221]	loss: 0.1461	total loss: 0.1461
Epoch[1-222]	loss: 0.1398	total loss: 0.1398
Epoch[1-223]	loss: 0.1787	total loss: 0.1787
Epoch[1-224]	loss: 0.1372	total loss: 0.1372
Epoch[1-225]	loss: 0.1453	total loss: 0.1453
Epoch[1-226]	loss: 0.1481	total loss: 0.1481
Epoch[1-227]	loss: 0.1794	total loss: 0.1794
Epoch[1-228]	loss: 0.1746	total loss: 0.1746
Epoch[1-229]	loss: 0.1958	total loss: 0.1958
Epoch[1-230]	loss: 0.1436	total loss: 0.1436
Epoch[1-231]	loss: 0.1904	total loss: 0.1904
Epoch[1-232]	loss: 0.1497	total loss: 0.1497
Epoch[1-233]	loss: 0.1270	total loss: 0.1270
Epoch[1-234]	loss: 0.1738	total loss: 0.1738
Epoch[1-235]	loss: 0.1695	total loss: 0.1695
Epoch[1-236]	loss: 0.1372	total loss: 0.1372
Epoch[1-237]	loss: 0.1352	total loss: 0.1352
Epoch[1-238]	loss: 0.1380	total loss: 0.1380
Epoch[1-239]	loss: 0.1309	total loss: 0.1309
Epoch[1-240]	loss: 0.1447	total loss: 0.1447
Epoch[1-241]	loss: 0.1199	total loss: 0.1199
Epoch[1-242]	loss: 0.1233	total loss: 0.1233
Epoch[1-243]	loss: 0.1674	total loss: 0.1674
Epoch[1-244]	loss: 0.1194	total loss: 0.1194
Epoch[1-245]	loss: 0.1222	total loss: 0.1222
Epoch[1-246]	loss: 0.1152	total loss: 0.1152
Epoch[1-247]	loss: 0.1559	total loss: 0.1559
Epoch[1-248]	loss: 0.1258	total loss: 0.1258
Epoch[1-249]	loss: 0.1505	total loss: 0.1505
Epoch[1-250]	loss: 0.1074	total loss: 0.1074
Epoch[1-251]	loss: 0.1214	total loss: 0.1214
Epoch[1-252]	loss: 0.1225	total loss: 0.1225
Epoch[1-253]	loss: 0.1521	total loss: 0.1521
Epoch[1-254]	loss: 0.1285	total loss: 0.1285
Epoch[1-255]	loss: 0.1768	total loss: 0.1768
Epoch[1-256]	loss: 0.1228	total loss: 0.1228
Epoch[1-257]	loss: 0.1232	total loss: 0.1232
Epoch[1-258]	loss: 0.1003	total loss: 0.1003
Epoch[1-259]	loss: 0.1803	total loss: 0.1803
Epoch[1-260]	loss: 0.1195	total loss: 0.1195
Epoch[1-261]	loss: 0.1290	total loss: 0.1290
Epoch[1-262]	loss: 0.0838	total loss: 0.0838
Epoch[1-263]	loss: 0.1233	total loss: 0.1233
Epoch[1-264]	loss: 0.1266	total loss: 0.1266
Epoch[1-265]	loss: 0.1018	total loss: 0.1018
Epoch[1-266]	loss: 0.0997	total loss: 0.0997
Epoch[1-267]	loss: 0.1457	total loss: 0.1457
Epoch[1-268]	loss: 0.1197	total loss: 0.1197
Epoch[1-269]	loss: 0.1232	total loss: 0.1232
Epoch[1-270]	loss: 0.2088	total loss: 0.2088
Epoch[1-271]	loss: 0.1050	total loss: 0.1050
Epoch[1-272]	loss: 0.1007	total loss: 0.1007
Epoch[1-273]	loss: 0.1132	total loss: 0.1132
Epoch[1-274]	loss: 0.1217	total loss: 0.1217
Epoch[1-275]	loss: 0.0829	total loss: 0.0829
Epoch[1-276]	loss: 0.0965	total loss: 0.0965
Epoch[1-277]	loss: 0.1241	total loss: 0.1241
Epoch[1-278]	loss: 0.1099	total loss: 0.1099
Epoch[1-279]	loss: 0.1082	total loss: 0.1082
Epoch[1-280]	loss: 0.1024	total loss: 0.1024
Epoch[1-281]	loss: 0.1793	total loss: 0.1793
Epoch[1-282]	loss: 0.0967	total loss: 0.0967
Epoch[1-283]	loss: 0.1297	total loss: 0.1297
Epoch[1-284]	loss: 0.1049	total loss: 0.1049
Epoch[1-285]	loss: 0.0917	total loss: 0.0917
Epoch[1-286]	loss: 0.1331	total loss: 0.1331
Epoch[1-287]	loss: 0.1573	total loss: 0.1573
Epoch[1-288]	loss: 0.0725	total loss: 0.0725
Epoch[1-289]	loss: 0.0840	total loss: 0.0840
Epoch[1-290]	loss: 0.1431	total loss: 0.1431
Epoch[1-291]	loss: 0.1274	total loss: 0.1274
Epoch[1-292]	loss: 0.1255	total loss: 0.1255
Epoch[1-293]	loss: 0.1098	total loss: 0.1098
Epoch[1-294]	loss: 0.1023	total loss: 0.1023
Epoch[1-295]	loss: 0.1651	total loss: 0.1651
Epoch[1-296]	loss: 0.0812	total loss: 0.0812
Epoch[1-297]	loss: 0.1132	total loss: 0.1132
Epoch[1-298]	loss: 0.0832	total loss: 0.0832
Epoch[1-299]	loss: 0.1143	total loss: 0.1143
Epoch[1-300]	loss: 0.1266	total loss: 0.1266
Epoch[1-301]	loss: 0.1240	total loss: 0.1240
Epoch[1-302]	loss: 0.1092	total loss: 0.1092
Epoch[1-303]	loss: 0.0912	total loss: 0.0912
Epoch[1-304]	loss: 0.1519	total loss: 0.1519
Epoch[1-305]	loss: 0.0949	total loss: 0.0949
Epoch[1-306]	loss: 0.1316	total loss: 0.1316
Epoch[1-307]	loss: 0.0979	total loss: 0.0979
Epoch[1-308]	loss: 0.1262	total loss: 0.1262
Epoch[1-309]	loss: 0.1146	total loss: 0.1146
Epoch[1-310]	loss: 0.1004	total loss: 0.1004
Epoch[1-311]	loss: 0.1274	total loss: 0.1274
Epoch[1-312]	loss: 0.1059	total loss: 0.1059
Epoch[1-313]	loss: 0.0908	total loss: 0.0908
Epoch[1-314]	loss: 0.0747	total loss: 0.0747
Epoch[1-315]	loss: 0.0929	total loss: 0.0929
Epoch[1-316]	loss: 0.1187	total loss: 0.1187
Epoch[1-317]	loss: 0.0832	total loss: 0.0832
Epoch[1-318]	loss: 0.0643	total loss: 0.0643
Epoch[1-319]	loss: 0.0927	total loss: 0.0927
Epoch[1-320]	loss: 0.0915	total loss: 0.0915
Epoch[1-321]	loss: 0.0924	total loss: 0.0924
Epoch[1-322]	loss: 0.0955	total loss: 0.0955
Epoch[1-323]	loss: 0.0927	total loss: 0.0927
Epoch[1-324]	loss: 0.1218	total loss: 0.1218
Epoch[1-325]	loss: 0.0779	total loss: 0.0779
Epoch[1-326]	loss: 0.1280	total loss: 0.1280
Epoch[1-327]	loss: 0.0865	total loss: 0.0865
Epoch[1-328]	loss: 0.1024	total loss: 0.1024
Epoch[1-329]	loss: 0.1060	total loss: 0.1060
Epoch[1-330]	loss: 0.0973	total loss: 0.0973
Epoch[1-331]	loss: 0.0775	total loss: 0.0775
Epoch[1-332]	loss: 0.0864	total loss: 0.0864
Epoch[1-333]	loss: 0.1106	total loss: 0.1106
Epoch[1-334]	loss: 0.0734	total loss: 0.0734
Epoch[1-335]	loss: 0.0946	total loss: 0.0946
Epoch[1-336]	loss: 0.1058	total loss: 0.1058
Epoch[1-337]	loss: 0.1265	total loss: 0.1265
Epoch[1-338]	loss: 0.0926	total loss: 0.0926
Epoch[1-339]	loss: 0.0834	total loss: 0.0834
Epoch[1-340]	loss: 0.1180	total loss: 0.1180
Epoch[1-341]	loss: 0.1152	total loss: 0.1152
Epoch[1-342]	loss: 0.1037	total loss: 0.1037
Epoch[1-343]	loss: 0.0960	total loss: 0.0960
Epoch[1-344]	loss: 0.0826	total loss: 0.0826
Epoch[1-345]	loss: 0.1122	total loss: 0.1122
Epoch[1-346]	loss: 0.0472	total loss: 0.0472
Epoch[1-347]	loss: 0.0717	total loss: 0.0717
Epoch[1-348]	loss: 0.0668	total loss: 0.0668
Epoch[1-349]	loss: 0.0705	total loss: 0.0705
Epoch[1-350]	loss: 0.0846	total loss: 0.0846
Epoch[1-351]	loss: 0.0688	total loss: 0.0688
Epoch[1-352]	loss: 0.0821	total loss: 0.0821
Epoch[1-353]	loss: 0.0864	total loss: 0.0864
Epoch[1-354]	loss: 0.0683	total loss: 0.0683
Epoch[1-355]	loss: 0.0763	total loss: 0.0763
Epoch[1-356]	loss: 0.0965	total loss: 0.0965
Epoch[1-357]	loss: 0.0731	total loss: 0.0731
Epoch[1-358]	loss: 0.0763	total loss: 0.0763
Epoch[1-359]	loss: 0.0753	total loss: 0.0753
Epoch[1-360]	loss: 0.1170	total loss: 0.1170
Epoch[1-361]	loss: 0.0737	total loss: 0.0737
Epoch[1-362]	loss: 0.0862	total loss: 0.0862
Epoch[1-363]	loss: 0.0660	total loss: 0.0660
Epoch[1-364]	loss: 0.1034	total loss: 0.1034
Epoch[1-365]	loss: 0.1034	total loss: 0.1034
Epoch[1-366]	loss: 0.0611	total loss: 0.0611
Epoch[1-367]	loss: 0.0690	total loss: 0.0690
Epoch[1-368]	loss: 0.0984	total loss: 0.0984
Epoch[1-369]	loss: 0.0912	total loss: 0.0912
Epoch[1-370]	loss: 0.0774	total loss: 0.0774
Epoch[1-371]	loss: 0.0934	total loss: 0.0934
Epoch[1-372]	loss: 0.0878	total loss: 0.0878
Epoch[1-373]	loss: 0.0953	total loss: 0.0953
Epoch[1-374]	loss: 0.0830	total loss: 0.0830
Epoch[1-375]	loss: 0.1052	total loss: 0.1052
Epoch[1-376]	loss: 0.0773	total loss: 0.0773
Epoch[1-377]	loss: 0.1190	total loss: 0.1190
Epoch[1-378]	loss: 0.0691	total loss: 0.0691
Epoch[1-379]	loss: 0.0664	total loss: 0.0664
Epoch[1-380]	loss: 0.0929	total loss: 0.0929
Epoch[1-381]	loss: 0.0511	total loss: 0.0511
Epoch[1-382]	loss: 0.0666	total loss: 0.0666
Epoch[1-383]	loss: 0.0613	total loss: 0.0613
Epoch[1-384]	loss: 0.0810	total loss: 0.0810
Epoch[1-385]	loss: 0.0619	total loss: 0.0619
Epoch[1-386]	loss: 0.0743	total loss: 0.0743
Epoch[1-387]	loss: 0.0886	total loss: 0.0886
Epoch[1-388]	loss: 0.0782	total loss: 0.0782
Epoch[1-389]	loss: 0.0634	total loss: 0.0634
Epoch[1-390]	loss: 0.0978	total loss: 0.0978
Epoch[1-391]	loss: 0.0942	total loss: 0.0942
Epoch[1-392]	loss: 0.0783	total loss: 0.0783
Epoch[1-393]	loss: 0.0586	total loss: 0.0586
Epoch[1-394]	loss: 0.0665	total loss: 0.0665
Epoch[1-395]	loss: 0.0726	total loss: 0.0726
Epoch[1-396]	loss: 0.0888	total loss: 0.0888
Epoch[1-397]	loss: 0.0650	total loss: 0.0650
Epoch[1-398]	loss: 0.0618	total loss: 0.0618
Epoch[1-399]	loss: 0.0796	total loss: 0.0796
Epoch[1-400]	loss: 0.0798	total loss: 0.0798
Epoch[1-401]	loss: 0.0597	total loss: 0.0597
Epoch[1-402]	loss: 0.0527	total loss: 0.0527
Epoch[1-403]	loss: 0.0736	total loss: 0.0736
Epoch[1-404]	loss: 0.1102	total loss: 0.1102
Epoch[1-405]	loss: 0.0769	total loss: 0.0769
Epoch[1-406]	loss: 0.0927	total loss: 0.0927
Epoch[1-407]	loss: 0.0611	total loss: 0.0611
Epoch[1-408]	loss: 0.0730	total loss: 0.0730
Epoch[1-409]	loss: 0.0778	total loss: 0.0778
Epoch[1-410]	loss: 0.0745	total loss: 0.0745
Epoch[1-411]	loss: 0.0832	total loss: 0.0832
Epoch[1-412]	loss: 0.0728	total loss: 0.0728
Epoch[1-413]	loss: 0.1062	total loss: 0.1062
Epoch[1-414]	loss: 0.0574	total loss: 0.0574
Epoch[1-415]	loss: 0.0591	total loss: 0.0591
Epoch[1-416]	loss: 0.0791	total loss: 0.0791
Epoch[1-417]	loss: 0.0838	total loss: 0.0838
Epoch[1-418]	loss: 0.0882	total loss: 0.0882
Epoch[1-419]	loss: 0.0854	total loss: 0.0854
Epoch[1-420]	loss: 0.0571	total loss: 0.0571
Epoch[1-421]	loss: 0.0872	total loss: 0.0872
Epoch[1-422]	loss: 0.0660	total loss: 0.0660
Epoch[1-423]	loss: 0.1021	total loss: 0.1021
Epoch[1-424]	loss: 0.0725	total loss: 0.0725
Epoch[1-425]	loss: 0.0869	total loss: 0.0869
Epoch[1-426]	loss: 0.0727	total loss: 0.0727
Epoch[1-427]	loss: 0.0677	total loss: 0.0677
Epoch[1-428]	loss: 0.0745	total loss: 0.0745
Epoch[1-429]	loss: 0.0495	total loss: 0.0495
Epoch[1-430]	loss: 0.1202	total loss: 0.1202
Epoch[1-431]	loss: 0.0785	total loss: 0.0785
Epoch[1-432]	loss: 0.0681	total loss: 0.0681
Epoch[1-433]	loss: 0.0957	total loss: 0.0957
Epoch[1-434]	loss: 0.0779	total loss: 0.0779
Epoch[1-435]	loss: 0.0762	total loss: 0.0762
Epoch[1-436]	loss: 0.1107	total loss: 0.1107
Epoch[1-437]	loss: 0.0798	total loss: 0.0798
Epoch[1-438]	loss: 0.0914	total loss: 0.0914
Epoch[1-439]	loss: 0.0543	total loss: 0.0543
Epoch[1-440]	loss: 0.0539	total loss: 0.0539
Epoch[1-441]	loss: 0.0443	total loss: 0.0443
Epoch[1-442]	loss: 0.0498	total loss: 0.0498
Epoch[1-443]	loss: 0.0372	total loss: 0.0372
Epoch[1-444]	loss: 0.0763	total loss: 0.0763
Epoch[1-445]	loss: 0.0986	total loss: 0.0986
Epoch[1-446]	loss: 0.0955	total loss: 0.0955
Epoch[1-447]	loss: 0.0716	total loss: 0.0716
Epoch[1-448]	loss: 0.0778	total loss: 0.0778
Epoch[1-449]	loss: 0.0781	total loss: 0.0781
Epoch[1-450]	loss: 0.0746	total loss: 0.0746
Epoch[1-451]	loss: 0.0722	total loss: 0.0722
Epoch[1-452]	loss: 0.0698	total loss: 0.0698
Epoch[1-453]	loss: 0.0605	total loss: 0.0605
